title,wiki_slug,year,screenwriters,directors,cast_from_list,genre,awards,notes,cast_count,period
האינסטלטור,האינסטלטור,1987,"[{""name"": ""חנן פלד"", ""slug"": ""חנן_פלד""}]","[{""name"": ""מיקי בהגן"", ""slug"": ""מיקי_בהגן""}]","[{""name"": ""טוביה צפיר"", ""slug"": ""טוביה_צפיר""}, {""name"": ""אסי הנגבי"", ""slug"": ""אסי_הנגבי""}, {""name"": ""רמי ברוך"", ""slug"": ""רמי_ברוך""}, {""name"": ""אבי קושניר"", ""slug"": ""אבי_קושניר""}, {""name"": ""אבנר חזקיהו"", ""slug"": ""אבנר_חזקיהו""}, {""name"": ""שמעון פינקל"", ""slug"": ""שמעון_פינקל""}]",,1987,,6,B (1970-1990)
המובטל בטיטו,המובטל_בטיטו,1987,"[{""name"": ""זאב רווח"", ""slug"": ""זאב_רווח""}]","[{""name"": ""זאב רווח"", ""slug"": null}]","[{""name"": ""אריק לביא"", ""slug"": ""אריק_לביא""}, {""name"": ""שושנה שני"", ""slug"": ""שושנה_שני""}, {""name"": ""אריה מוסקונה"", ""slug"": ""אריה_מוסקונה""}, {""name"": ""זאב רווח"", ""slug"": null}]",קומדיה,1987,,4,B (1970-1990)
חימו מלך ירושלים,חימו_מלך_ירושלים,1987,"[{""name"": ""עדנה מזי\""א"", ""slug"": ""עדנה_מזי\""א""}, {""name"": ""יורם קניוק"", ""slug"": ""יורם_קניוק""}, {""name"": ""(על פי ספרו של"", ""slug"": null}, {""name"": "")"", ""slug"": null}]","[{""name"": ""עמוס גוטמן"", ""slug"": ""עמוס_גוטמן""}]","[{""name"": ""אלונה קמחי"", ""slug"": ""אלונה_קמחי""}]",דרמה,1987,,1,B (1970-1990)
לא שם זין,לא_שם_זין,1987,"[{""name"": ""חנן פלד"", ""slug"": ""חנן_פלד""}, {""name"": ""דן בן אמוץ"", ""slug"": ""דן_בן_אמוץ""}, {""name"": ""(על פי ספרו של"", ""slug"": null}, {""name"": "")"", ""slug"": null}]","[{""name"": ""שמואל אימברמן"", ""slug"": ""שמואל_אימברמן""}]","[{""name"": ""איקה זוהר"", ""slug"": ""איקה_זוהר""}, {""name"": ""ענת וקסמן"", ""slug"": ""ענת_וקסמן""}]",דרמה,1987,,2,B (1970-1990)
ניפגש בחוף,,1987,[],"[{""name"": ""יהודה ברקן"", ""slug"": ""יהודה_ברקן""}, {""name"": ""יגאל שילון"", ""slug"": ""יגאל_שילון""}]","[{""name"": ""מושון אלבוחר"", ""slug"": ""מושון_אלבוחר""}, {""name"": ""יהודה ברקן"", ""slug"": null}]",קומדיה,1987,,2,B (1970-1990)
עד לאזור לחימה,,1987,"[{""name"": ""חנן פלד"", ""slug"": ""חנן_פלד""}]","[{""name"": ""נתנאל גוטמן"", ""slug"": null}]","[{""name"": ""כריסטופר ווקן"", ""slug"": ""כריסטופר_ווקן""}]",דרמה,1987,,1,B (1970-1990)
פוטו רומן,פוטו_רומן,1987,"[{""name"": ""אסי דיין"", ""slug"": ""אסי_דיין""}]","[{""name"": ""אסי דיין"", ""slug"": ""אסי_דיין""}, {""name"": ""טל רון"", ""slug"": null}]","[{""name"": ""אלון אבוטבול"", ""slug"": ""אלון_אבוטבול""}, {""name"": ""סמדר קילצ'ינסקי"", ""slug"": ""סמדר_קילצ'ינסקי""}, {""name"": ""חיים ג'רפי"", ""slug"": null}]",דרמה,1987,,3,B (1970-1990)
רסיסים,רסיסים_(סרט),1987,"[{""name"": ""יוסי זומר"", ""slug"": null}]","[{""name"": ""יוסי זומר"", ""slug"": null}]","[{""name"": ""אתי אנקרי"", ""slug"": ""אתי_אנקרי""}]",דרמה,1987,,1,B (1970-1990)
בובה,בובה_(סרט),1987,"[{""name"": ""יעקב קוצקי"", ""slug"": null}, {""name"": ""זאב רווח"", ""slug"": ""זאב_רווח""}]","[{""name"": ""זאב רווח"", ""slug"": ""זאב_רווח""}]","[{""name"": ""זאב רווח"", ""slug"": ""זאב_רווח""}, {""name"": ""חני נחמיאס"", ""slug"": ""חני_נחמיאס""}]",דרמה,1987,,2,B (1970-1990)
יוננם,יוננם,1987,"[{""name"": ""בני תורתי"", ""slug"": ""בני_תורתי""}]","[{""name"": ""בני תורתי"", ""slug"": null}]","[{""name"": ""יונתן דני"", ""slug"": ""יונתן_דני""}, {""name"": ""ברוך ששון"", ""slug"": ""ברוך_ששון""}]",דרמה,1987,,2,B (1970-1990)
אל עצמי,אל_עצמי_(סרט),1988,"[{""name"": ""גלילה רון פדר"", ""slug"": ""גלילה_רון_פדר""}]","[{""name"": ""תמיר פאול"", ""slug"": null}]","[{""name"": ""אריק אוחנה"", ""slug"": null}, {""name"": ""תחיה דנון"", ""slug"": ""תחיה_דנון""}, {""name"": ""רועי בר-נתן"", ""slug"": ""רועי_בר-נתן""}]",דרמה,1988,,3,B (1970-1990)
אסקימו לימון 8 - בלוז לקיץ,בלוז_לקיץ,1988,"[{""name"": ""ריינהרד שבניצקי"", ""slug"": null}]","[{""name"": ""ריינהרד שבניצקי"", ""slug"": null}]","[{""name"": ""יפתח קצור"", ""slug"": ""יפתח_קצור""}, {""name"": ""צחי נוי"", ""slug"": ""צחי_נוי""}, {""name"": ""יהונתן סגל"", ""slug"": ""יהונתן_סגל""}]",קומדיה,1988,,3,B (1970-1990)
הינשוף,הינשוף,1988,"[{""name"": ""טוביה מנדלסון"", ""slug"": ""טוביה_מנדלסון""}]","[{""name"": ""אמנון רובינשטיין"", ""slug"": ""אמנון_רובינשטיין_(במאי)""}]","[{""name"": ""אסי דיין"", ""slug"": ""אסי_דיין""}, {""name"": ""לאורה ריבלין"", ""slug"": ""לאורה_ריבלין""}, {""name"": ""עפרה וינגרטן"", ""slug"": ""עפרה_וינגרטן""}]",דרמה,1988,,3,B (1970-1990)
בצילו של הלם קרב,בצילו_של_הלם_קרב,1988,"[{""name"": ""יואל שרון"", ""slug"": ""יואל_שרון""}]","[{""name"": ""יואל שרון"", ""slug"": null}]","[{""name"": ""דן תורג'מן"", ""slug"": ""דן_תורג'מן""}, {""name"": ""ענת עצמון"", ""slug"": ""ענת_עצמון""}]",דרמה,1988,,2,B (1970-1990)
הקיץ של אביה,הקיץ_של_אביה_(סרט),1988,"[{""name"": ""גילה אלמגור"", ""slug"": ""גילה_אלמגור""}, {""name"": ""חיים בוזגלו"", ""slug"": ""חיים_בוזגלו""}]","[{""name"": ""אלי כהן"", ""slug"": ""אלי_כהן_(במאי)""}]","[{""name"": ""קאיפו כהן"", ""slug"": ""קאיפו_כהן""}, {""name"": ""גילה אלמגור"", ""slug"": null}]",דרמה,1988,,2,B (1970-1990)
יהושע יהושע,יהושע_יהושע,1988,"[{""name"": ""יצחק גינסברג"", ""slug"": null}]","[{""name"": ""אבי כהן"", ""slug"": ""אבי_כהן_(במאי)""}]","[{""name"": ""אברי גלעד"", ""slug"": ""אברי_גלעד""}]",קומדיה,1988,,1,B (1970-1990)
מלך הסלים,מלך_הסלים_(סרט),1988,"[{""name"": ""דובי גל"", ""slug"": ""דובי_גל""}, {""name"": ""דורון ערן"", ""slug"": ""דורון_ערן""}]","[{""name"": ""דובי גל"", ""slug"": null}]","[{""name"": ""ששי סעד"", ""slug"": ""ששי_סעד""}, {""name"": ""אבינועם מור חיים"", ""slug"": ""אבינועם_מור_חיים""}, {""name"": ""דובי גל"", ""slug"": null}]",קומדיה,1988,,3,B (1970-1990)
מצלמה בלי בושה,מצלמה_בלי_בושה,1988,"[{""name"": ""יהודה ברקן"", ""slug"": ""יהודה_ברקן""}]","[{""name"": ""יהודה ברקן"", ""slug"": null}]","[{""name"": ""יהודה ברקן"", ""slug"": null}]",קומדיה,1988,,1,B (1970-1990)
מקום ליד הים,מקום_ליד_הים,1988,"[{""name"": ""רפאל רביבו"", ""slug"": ""רפאל_רביבו""}]","[{""name"": ""רפאל רביבו"", ""slug"": null}]","[{""name"": ""אלון אבוטבול"", ""slug"": ""אלון_אבוטבול""}, {""name"": ""ענת צחור"", ""slug"": ""ענת_צחור""}, {""name"": ""אריה מוסקונה"", ""slug"": ""אריה_מוסקונה""}, {""name"": ""שלמה תרשיש"", ""slug"": ""שלמה_תרשיש""}]",דרמה,1988,,4,B (1970-1990)
נישואין פיקטיביים,נישואין_פיקטיביים_(סרט),1988,"[{""name"": ""חיים בוזגלו"", ""slug"": ""חיים_בוזגלו""}, {""name"": ""יוסי סויה"", ""slug"": null}]","[{""name"": ""חיים בוזגלו"", ""slug"": null}]","[{""name"": ""שלמה בראבא"", ""slug"": ""שלמה_בראבא""}, {""name"": ""עירית שלג"", ""slug"": ""עירית_שלג""}, {""name"": ""אלי יצפאן"", ""slug"": ""אלי_יצפאן""}]",דרמה,1988,,3,B (1970-1990)
תל אביב לוס אנג'לס,תל_אביב_לוס_אנג'לס,1988,"[{""name"": ""דודו טופז"", ""slug"": ""דודו_טופז""}]","[{""name"": ""שמואל אימברמן"", ""slug"": ""שמואל_אימברמן""}]","[{""name"": ""אביגיל אריאלי"", ""slug"": ""אביגיל_אריאלי""}, {""name"": ""ז'אק כהן"", ""slug"": ""ז'אק_כהן""}, {""name"": ""דודו טופז"", ""slug"": null}]",דרמה,1988,,3,B (1970-1990)
תלווה לי את אשתך,תלווה_לי_את_אשתך,1989,"[{""name"": ""זאב רווח"", ""slug"": ""זאב_רווח""}, {""name"": ""משה נתן"", ""slug"": ""משה_נתן""}]","[{""name"": ""זאב רווח"", ""slug"": null}]","[{""name"": ""יונה אליאן"", ""slug"": ""יונה_אליאן""}, {""name"": ""דן תורן"", ""slug"": ""דן_תורן""}, {""name"": ""אריה מוסקונה"", ""slug"": ""אריה_מוסקונה""}, {""name"": ""זאב רווח"", ""slug"": null}]",קומדיה,1989,,4,B (1970-1990)
אבא גנוב 2,אבא_גנוב_2,1989,"[{""name"": ""פיני עדן"", ""slug"": ""פיני_עדן""}, {""name"": ""שלמה משיח"", ""slug"": ""שלמה_משיח_(תסריטאי)""}]","[{""name"": ""אבי כהן"", ""slug"": ""אבי_כהן_(במאי)""}]","[{""name"": ""יהודה ברקן"", ""slug"": ""יהודה_ברקן""}, {""name"": ""בן ציון"", ""slug"": null}]",דרמה,1989,,2,B (1970-1990)
אהבה אסורה,,1989,"[{""name"": ""מרק קריסטל"", ""slug"": null}]","[{""name"": ""ג'ק פישר"", ""slug"": null}]","[{""name"": ""אדריאן פסדר"", ""slug"": ""אדריאן_פסדר""}, {""name"": ""ססיליה פק"", ""slug"": null}, {""name"": ""ארנון צדוק"", ""slug"": ""ארנון_צדוק""}, {""name"": ""חנה אזולאי-הספרי"", ""slug"": ""חנה_אזולאי-הספרי""}, {""name"": ""מכרם ח'ורי"", ""slug"": ""מכרם_ח'ורי""}]",,1989,,5,B (1970-1990)
אוכלים לוקשים,אוכלים_לוקשים,1989,[],"[{""name"": ""בועז דוידזון"", ""slug"": ""בועז_דוידזון""}, {""name"": ""צבי שיסל"", ""slug"": ""צבי_שיסל""}]","[{""name"": ""יהודה ברקן"", ""slug"": ""יהודה_ברקן""}]",קומדיה,1989,,1,B (1970-1990)
אחד באפריל,אחד_באפריל_(סרט),1989,"[{""name"": ""מנחם זילברמן"", ""slug"": ""מנחם_זילברמן""}]","[{""name"": ""מנחם זילברמן"", ""slug"": ""מנחם_זילברמן""}]","[{""name"": ""ציפי שביט"", ""slug"": ""ציפי_שביט""}, {""name"": ""ספי ריבלין"", ""slug"": ""ספי_ריבלין""}]",קומדיה,1989,,2,B (1970-1990)
אחד משלנו,אחד_משלנו,1989,"[{""name"": ""בני ברבש"", ""slug"": ""בני_ברבש""}]","[{""name"": ""אורי ברבש"", ""slug"": ""אורי_ברבש""}]","[{""name"": ""אלון אבוטבול"", ""slug"": ""אלון_אבוטבול""}, {""name"": ""שרון אלכסנדר"", ""slug"": ""שרון_אלכסנדר""}, {""name"": ""דן תורן"", ""slug"": ""דן_תורן""}, {""name"": ""דליה שימקו"", ""slug"": ""דליה_שימקו""}]",דרמה,1989,,4,B (1970-1990)
אלף נשותיו של נפתלי סימן טוב,אלף_נשותיו_של_נפתלי_סימן_טוב,1989,"[{""name"": ""מיכל בת-אדם"", ""slug"": ""מיכל_בת-אדם""}]","[{""name"": ""מיכל בת-אדם"", ""slug"": null}]","[{""name"": ""יוסי פולק"", ""slug"": ""יוסי_פולק""}, {""name"": ""ריטה"", ""slug"": ""ריטה""}, {""name"": ""לבנה פינקלשטיין"", ""slug"": ""לבנה_פינקלשטיין""}]",דרמה,1989,,3,B (1970-1990)
אש צולבת,אש_צולבת,1989,"[{""name"": ""בני ברבש"", ""slug"": ""בני_ברבש""}]","[{""name"": ""גדעון גנני"", ""slug"": ""גדעון_גנני""}]","[{""name"": ""דן תורג'מן"", ""slug"": ""דן_תורג'מן""}, {""name"": ""שרון הכהן-בר"", ""slug"": ""שרון_הכהן-בר""}, {""name"": ""מרים גבריאלי"", ""slug"": ""מרים_גבריאלי""}]",דרמה,1989,,3,B (1970-1990)
ברלין ירושלים,ברלין_ירושלים,1989,"[{""name"": ""עמוס גיתאי"", ""slug"": ""עמוס_גיתאי""}]","[{""name"": ""עמוס גיתאי"", ""slug"": null}]","[{""name"": ""רבקה נוימן"", ""slug"": ""רבקה_נוימן""}, {""name"": ""ג'וליאנו מר"", ""slug"": ""ג'וליאנו_מר""}, {""name"": ""מארק איווניר"", ""slug"": ""מארק_איווניר""}]",דרמה,1989,,3,B (1970-1990)
ד. צ. חוף אילת,ד._צ._חוף_אילת,1989,"[{""name"": ""דובי גל"", ""slug"": ""דובי_גל""}, {""name"": ""נתן נתנזון"", ""slug"": ""נתן_נתנזון""}]","[{""name"": ""דובי גל"", ""slug"": null}]","[{""name"": ""דובי גל"", ""slug"": null}, {""name"": ""נתן נתנזון"", ""slug"": null}]",קומדיה,1989,,2,B (1970-1990)
ניפגש בספארי,ניפגש_בספארי,1989,"[{""name"": ""יהודה ברקן"", ""slug"": ""יהודה_ברקן""}]","[{""name"": ""יהודה ברקן"", ""slug"": null}]",[],קומדיה,1989,,0,B (1970-1990)
עבודה בעיניים,,1989,[],"[{""name"": ""יגאל שילון"", ""slug"": ""יגאל_שילון""}]","[{""name"": ""נתן דטנר"", ""slug"": ""נתן_דטנר""}, {""name"": ""אבי קושניר"", ""slug"": ""אבי_קושניר""}]",קומדיה,1989,,2,B (1970-1990)
רכבת העמק,"רכבת_העמק_(סרט,_1989)",1989,"[{""name"": ""ניסים זוהר"", ""slug"": ""ניסים_זוהר""}, {""name"": ""יונתן פז"", ""slug"": ""יונתן_פז""}, {""name"": ""יעקב לזר"", ""slug"": null}, {""name"": ""חנן זס"", ""slug"": null}]","[{""name"": ""יונתן פז"", ""slug"": null}]","[{""name"": ""דן תורג'מן"", ""slug"": ""דן_תורג'מן""}, {""name"": ""נטע מורן"", ""slug"": ""נטע_מורן""}]",דרמה,1989,,2,B (1970-1990)
שדות ירוקים,"שדות_ירוקים_(סרט,_1989)",1989,"[{""name"": ""יצחק צפל ישורון"", ""slug"": ""יצחק_צפל_ישורון""}]","[{""name"": ""יצחק צפל ישורון"", ""slug"": null}]",[],דרמה,1989,,0,B (1970-1990)
"יוסל'ה, איך זה קרה?","יוסל'ה,_איך_זה_קרה?",1989,"[{""name"": ""נפתלי אלטר"", ""slug"": ""נפתלי_אלטר""}, {""name"": ""ישראל ויסלר"", ""slug"": ""ישראל_ויסלר""}]","[{""name"": ""טל רון"", ""slug"": null}]","[{""name"": ""אביגיל אריאלי"", ""slug"": ""אביגיל_אריאלי""}, {""name"": ""ניר רון"", ""slug"": ""ניר_רון""}, {""name"": ""דב נבון"", ""slug"": ""דב_נבון""}, {""name"": ""משה פרסטר"", ""slug"": ""משה_פרסטר""}, {""name"": ""צבי קורמן"", ""slug"": null}, {""name"": ""זוהר זמיר"", ""slug"": ""זוהר_זמיר""}]",קומדיה,1989,,6,B (1970-1990)
המיועד,המיועד_(סרט),1989,"[{""name"": ""שמואל הספרי"", ""slug"": ""שמואל_הספרי""}, {""name"": ""רזי לוינס"", ""slug"": null}]","[{""name"": ""דניאל וקסמן"", ""slug"": ""דניאל_וקסמן""}]","[{""name"": ""רונית אלקבץ"", ""slug"": ""רונית_אלקבץ""}, {""name"": ""שולי רנד"", ""slug"": ""שולי_רנד""}]",דרמה,1989,,2,B (1970-1990)
צמות,צמות_(סרט),1989,"[{""name"": ""יצחק חלוצי"", ""slug"": ""יצחק_חלוצי""}]","[{""name"": ""יצחק חלוצי"", ""slug"": null}]","[{""name"": ""אדיב ג'השאן"", ""slug"": ""אדיב_ג'השאן""}, {""name"": ""יוסף שילוח"", ""slug"": ""יוסף_שילוח""}, {""name"": ""חנה אזולאי-הספרי"", ""slug"": ""חנה_אזולאי-הספרי""}, {""name"": ""תחיה דנון"", ""slug"": ""תחיה_דנון""}, {""name"": ""נטע סובול"", ""slug"": ""נטע_סובול""}]",דרמה,1989,,5,B (1970-1990)
אהבתה האחרונה של לורה אדלר,אהבתה_האחרונה_של_לורה_אדלר,1990,"[{""name"": ""אברהם הפנר"", ""slug"": ""אברהם_הפנר""}]","[{""name"": ""אברהם הפנר"", ""slug"": null}]","[{""name"": ""ריטה זוהר"", ""slug"": ""ריטה_זוהר""}, {""name"": ""מנשה ורשבסקי"", ""slug"": ""מנשה_ורשבסקי""}, {""name"": ""אברהם מור"", ""slug"": ""אברהם_מור""}, {""name"": ""שולמית ארד"", ""slug"": null}]",,1990,,4,B (1970-1990)
דרך הנשר,דרך_הנשר,1990,"[{""name"": ""בני ברבש"", ""slug"": ""בני_ברבש""}, {""name"": ""אסי דיין"", ""slug"": ""אסי_דיין""}]","[{""name"": ""אורי ברבש"", ""slug"": ""אורי_ברבש""}]","[{""name"": ""אלי דנקר"", ""slug"": ""אלי_דנקר""}, {""name"": ""גידי גוב"", ""slug"": ""גידי_גוב""}, {""name"": ""נורית גלרון"", ""slug"": ""נורית_גלרון""}]",דרמה,1990,,3,B (1970-1990)
הדרך לעין חרוד,הדרך_לעין_חרוד,1990,"[{""name"": ""רמי נעמן"", ""slug"": null}, {""name"": ""עמוס קינן"", ""slug"": ""עמוס_קינן""}, {""name"": ""(ספר)"", ""slug"": null}]","[{""name"": ""דורון ערן"", ""slug"": ""דורון_ערן""}]","[{""name"": ""טוני פק"", ""slug"": null}, {""name"": ""אלסנדרה מוסוליני"", ""slug"": ""אלסנדרה_מוסוליני""}, {""name"": ""ארנון צדוק"", ""slug"": ""ארנון_צדוק""}]",דרמה,1990,,3,B (1970-1990)
המחצבה,המחצבה,1990,"[{""name"": ""עירא דביר"", ""slug"": ""עירא_דביר""}, {""name"": ""אהוד בן עזר"", ""slug"": ""אהוד_בן_עזר""}]","[{""name"": ""רוני ניניו"", ""slug"": ""רוני_ניניו""}]","[{""name"": ""אורי גבריאל"", ""slug"": ""אורי_גבריאל""}, {""name"": ""ששון גבאי"", ""slug"": ""ששון_גבאי""}, {""name"": ""חנה אזולאי-הספרי"", ""slug"": ""חנה_אזולאי-הספרי""}]",דרמה,1990,,3,B (1970-1990)
